s,d,t
131,546,113.5691018
243,152,113.5709313
856,767,113.5776861
478,546,113.5776861
136,319,113.5906328
870,878,113.5980208
131,224,113.598443
239,417,113.5989356
870,734,113.6018204
630,417,113.6037202
239,155,113.6177927
131,530,113.622507
131,431,113.6268695
625,387,113.6268695
131,50,113.6341168
64,52,113.6468525
64,282,113.6503706
131,387,113.6540998
734,446,113.6546627
328,52,113.6623322
64,394,113.6733088
606,484,113.695473
328,484,113.7039868
305,94,113.711586
49,290,113.730795
777,264,113.7401532
392,157,113.7574624
567,253,113.7751938
384,157,113.7763899
384,412,113.7811746
247,763,113.7823707
384,412,113.7844112
472,701,113.7844112
472,222,113.7867332
384,222,113.7897588
472,786,113.7900403
384,786,113.7927844
383,507,113.7935584
383,782,113.7943324
472,222,113.7960211
383,412,113.797358
384,412,113.7986245
384,222,113.8021426
712,686,113.8041128
472,782,113.8053089
833,851,113.8062236
472,869,113.8103047
833,60,113.8132599
712,154,113.8162855
472,507,113.8165669
384,869,113.8171298
383,782,113.817552
472,676,113.8186778
383,412,113.8201554
350,530,113.8202258
472,782,113.8202258
472,782,113.8207183
384,507,113.8210701
384,782,113.8223367
383,507,113.8234625
472,869,113.8242365
384,507,113.8243772
384,676,113.8269806
472,507,113.8284582
714,373,113.82881
737,290,113.8300765
472,676,113.8305691
383,736,113.8310616
384,412,113.8323985
842,701,113.8335243
560,387,113.8337354
383,507,113.8342279
384,676,113.8345094
472,636,113.8345094
209,786,113.8347205
478,510,113.8354241
842,96,113.8373942
472,412,113.8388015
560,558,113.8390126
472,701,113.8412642
478,394,113.8419678
842,484,113.8421085
472,786,113.843164
472,507,113.8485819
478,676,113.8507631
472,676,113.8511853
383,869,113.8522407
472,676,113.8525926
384,507,113.852874
83,636,113.8537887
472,869,113.8539294
478,734,113.855196
472,869,113.8555478
560,557,113.8561107
316,297,113.8563218
384,869,113.8570254
478,730,113.8584327
383,676,113.8584327
472,507,113.8596992
384,676,113.861599
478,676,113.8617397
39,373,113.8638506
383,507,113.8638506
472,869,113.8646949
383,676,113.8655393
383,676,113.8661725
472,507,113.8666651
478,676,113.868002
384,507,113.8693388
384,676,113.8703943
472,676,113.8703943
83,734,113.8706757
383,412,113.8723644
472,507,113.8737717
383,676,113.8752493
201,56,113.8760233
472,636,113.8773602
49,290,113.8783453
472,676,113.8794007
383,676,113.8797525
478,676,113.8808783
538,264,113.8816523
478,676,113.8817227
472,412,113.8820745
384,676,113.882567
472,676,113.8831299
383,869,113.8839039
538,40,113.8843964
478,734,113.8845372
384,412,113.884889
383,676,113.8870702
472,869,113.8891811
472,676,113.8911512
630,786,113.8916438
384,869,113.8925585
472,412,113.8933325
842,319,113.8935436
478,676,113.8948805
384,676,113.8968506
383,450,113.8978357
472,786,113.89868
384,412,113.8989615
383,676,113.9047312
472,676,113.9048016
472,676,113.9060681
384,676,113.9068421
472,412,113.9077568
122,428,113.908179
383,676,113.9092344
472,676,113.9100084
122,92,113.9110638
478,676,113.9133154
871,484,113.9135265
383,676,113.9176076
472,676,113.920211
478,676,113.9224626
122,759,113.9236587
122,538,113.9289359
3,662,113.9293581
383,546,113.9330873
93,233,113.9352686
93,863,113.9364647
424,412,113.9399829
29,484,113.9417419
3,558,113.9424455
478,546,113.9424455
424,763,113.942727
383,293,113.9437121
472,546,113.9438528
3,639,113.9458229
3,156,113.9492707
383,412,113.9503965
333,572,113.9513816
333,572,113.9517334
3,545,113.9523667
630,558,113.9523667
384,412,113.9537739
3,545,113.9540554
472,412,113.9559552
383,869,113.9574328
383,412,113.9615842
83,546,113.9620767
384,546,113.9653837
83,739,113.9670724
383,546,113.9686204
39,572,113.9704498
472,546,113.9712238
383,546,113.9722089
3,759,113.9726311
478,546,113.9730533
383,546,113.9750938
384,546,113.9751641
472,546,113.9783304
538,759,113.9793155
478,868,113.9838891
104,389,113.9895885
478,546,113.9929659
318,389,114.0204073
134,155,114.020548
134,297,114.0312431
192,157,114.0328614
192,157,114.0385608
269,391,114.0562922
269,240,114.0574883
269,78,114.0581216
269,90,114.0587548
269,662,114.0596696
671,261,114.0612175
305,510,114.0616397
437,767,114.0669873
437,690,114.0711387
83,261,114.0814819
326,445,114.0881664
83,33,114.0887997
369,730,114.118563
19,52,114.1263733
369,748,114.1333391
85,294,114.13932
369,748,114.1408679
48,105,114.1424159
756,445,114.1479042
85,56,114.1628211
359,105,114.1790044
85,40,114.1873776
285,512,114.2033499
395,734,114.2108083
448,450,114.2136932
375,297,114.2142561
448,450,114.2313542
777,868,114.2316356
777,264,114.2341687
478,734,114.2386015
19,56,114.2391644
538,264,114.241416
538,40,114.2438787
538,78,114.2475376
538,662,114.2497188
247,763,114.2618212
737,290,114.2638617
838,290,114.2664651
49,290,114.2679427
173,428,114.274205
371,431,114.2750493
438,874,114.2863777
737,40,114.2866592
371,360,114.289544
777,264,114.2896144
438,329,114.3035462
709,636,114.3123415
709,874,114.3141709
709,690,114.316704
438,81,114.3169854
438,148,114.3228255
715,886,114.3274694
567,49,114.3308468
438,498,114.3326059
393,290,114.3345761
438,229,114.337672
829,412,114.3383053
715,484,114.3395718
538,264,114.3434417
438,45,114.3434417
393,290,114.3492115
743,124,114.3565292
743,350,114.3578661
871,229,114.3598362
438,283,114.3614545
743,249,114.3632136
49,290,114.3726422
438,392,114.372994
438,6,114.3755271
756,179,114.3969173
420,428,114.4155634
104,392,114.4394163
777,264,114.4394866
104,392,114.440331
279,428,114.4595399
353,786,114.4704461
105,763,114.4734014
353,629,114.4764973
420,355,114.4795229
429,52,114.4868406
360,572,114.4915549
360,874,114.4943694
552,544,114.5016871
552,572,114.5126637
552,560,114.5147042
156,235,114.519137
562,247,114.5327874
671,261,114.5365869
628,672,114.5410198
64,391,114.5437639
134,297,114.5498151
274,319,114.5588919
269,391,114.5759196
503,734,114.5809857
698,56,114.588796
698,517,114.5942139
698,60,114.6001947
675,448,114.6159559
764,446,114.6284804
433,222,114.6471969
102,869,114.6488152
221,428,114.6492374
221,544,114.653811
3,662,114.6554997
552,544,114.656344
3,662,114.6574698
102,869,114.670698
375,297,114.6713312
36,50,114.6811116
102,789,114.6815338
576,672,114.6963803
102,86,114.7022908
221,544,114.7146042
578,871,114.7168558
51,831,114.7246661
102,869,114.7632951
395,86,114.7639284
269,662,114.8194444
582,503,114.8238773
582,503,114.8242291
582,503,114.8244402
582,503,114.8246512
50,154,114.8250031
411,354,114.8269732
424,412,114.8315468
50,444,114.8354871
411,388,114.8419604
50,283,114.8430159
50,55,114.8494189
424,763,114.8494189
14,701,114.8504039
283,538,114.871372
424,874,114.8714423
863,55,114.8963507
209,86,114.9037387
50,55,114.9088049
892,81,114.9124637
209,81,114.922807
892,392,114.9256919
359,437,114.9311801
359,446,114.9358944
91,154,114.9418049
91,734,114.9523593
47,546,114.968613
91,727,114.9700906
287,357,114.988596
595,831,115.0135043
395,734,115.0152634
499,512,115.0162485
395,86,115.0200481
43,350,115.0676835
381,788,115.0845705
381,788,115.0851334
381,96,115.0920289
381,96,115.0930844
247,763,115.0991356
98,546,115.1088456
381,88,115.111449
381,88,115.1120823
381,597,115.1161633
346,544,115.1167966
381,597,115.1173595
381,559,115.121159
381,559,115.1243254
135,152,115.1313616
346,880,115.1360055
135,510,115.1408606
381,295,115.1410716
381,295,115.1428307
381,735,115.1488819
381,610,115.1534555
842,701,115.1573958
102,86,115.1634469
392,556,115.1680205
135,484,115.1685834
392,556,115.1710461
392,556,115.1747049
392,157,115.195673
48,105,115.2242402
392,86,115.2248734
424,763,115.2252956
623,445,115.2263511
51,610,115.2300803
623,157,115.2347946
623,31,115.2379609
392,869,115.2428863
392,157,115.2495003
392,92,115.2560441
392,412,115.2707498
392,389,115.2853852
392,389,115.2885516
616,706,115.289607
392,389,115.2909439
863,55,115.307268
424,412,115.3105047
460,510,115.3292915
418,96,115.3333725
102,86,115.3508224
392,869,115.3531444
102,86,115.3637691
102,869,115.3746753
60,104,115.3748864
300,887,115.3815005
122,428,115.4073235
247,763,115.4123896
19,734,115.41246
122,759,115.4128822
122,538,115.4156967
424,763,115.4242106
118,850,115.4256178
19,56,115.4295581
91,152,115.4394792
493,493,115.4426455
91,734,115.4427863
493,837,115.4432788
493,393,115.4458822
91,290,115.4508076
429,690,115.4531999
245,417,115.4579846
91,424,115.4650912
578,831,115.474942
269,240,115.4771232
383,874,115.4785304
384,157,115.4792341
743,350,115.4797266
91,424,115.4797266
91,542,115.4893663
384,869,115.5008354
733,31,115.5013983
102,869,115.5052682
349,446,115.5054089
62,510,115.5058311
43,350,115.5113898
384,869,115.5163855
43,36,115.5192
392,869,115.5218738
733,394,115.5241254
392,157,115.5287693
19,734,115.5298248
102,869,115.5324985
14,701,115.5331318
733,627,115.5406606
384,157,115.541716
733,221,115.5462192
43,442,115.547345
259,572,115.5474858
628,672,115.5482597
383,450,115.5526926
733,782,115.5549442
93,290,115.5558589
438,874,115.5657097
438,738,115.570635
628,672,115.5707054
269,240,115.573731
383,874,115.5740828
581,689,115.5757011
634,393,115.5792896
93,290,115.5807672
291,868,115.5839336
448,450,115.5854112
291,496,115.5859037
93,290,115.5895626
494,782,115.5900551
93,627,115.5916734
630,874,115.5926585
384,593,115.5933621
395,442,115.5941361
264,387,115.5951212
383,874,115.5965988
395,295,115.5966692
395,869,115.598569
592,880,115.6044794
592,437,115.6063792
395,790,115.6076457
592,491,115.6103899
592,627,115.6143302
49,240,115.6159485
438,874,115.6208035
829,412,115.6252364
93,133,115.6272065
93,222,115.6306543
93,376,115.6321319
93,295,115.633117
93,782,115.6392385
556,90,115.6447972
891,290,115.6573217
91,734,115.6595029
756,36,115.6604177
85,40,115.6610509
384,290,115.6623878
269,240,115.664358
91,290,115.6695648
737,556,115.6720275
384,290,115.6783601
568,776,115.679697
91,686,115.6838484
43,442,115.6967247
737,290,115.7048868
737,290,115.7067866
28,729,115.70939
384,290,115.70939
85,290,115.7277546
43,53,115.7369017
383,874,115.7389423
686,544,115.7415457
62,388,115.7530148
871,81,115.7533666
686,49,115.7557589
3,90,115.7601918
19,729,115.7627248
383,450,115.764695
3,662,115.7675798
395,442,115.7677205
261,261,115.7684945
384,2,115.7694796
392,869,115.7714498
39,133,115.7791193
3,759,115.7814412
383,869,115.7845372
507,425,115.7871406
709,690,115.7890404
39,572,115.7890404
39,789,115.7940361
245,308,115.795373
395,869,115.7964285
49,290,115.8012131
261,543,115.8035351
392,869,115.8040276
261,543,115.8059274
83,355,115.8109232
705,40,115.8129637
83,636,115.8209146
261,835,115.8222515
48,393,115.824292
163,734,115.8261918
261,835,115.82971
395,734,115.8341428
505,386,115.8349168
83,261,115.8366758
295,686,115.841953
384,131,115.8451897
100,40,115.8472302
842,701,115.8475117
247,763,115.8513113
384,701,115.8518038
83,701,115.8589808
100,869,115.8627804
83,701,115.8648912
271,106,115.8682686
56,493,115.8842409
538,264,115.8920512
424,412,115.8922623
538,662,115.8974691
424,738,115.9014094
384,545,115.9087975
48,521,115.9123156
424,874,115.9168188
777,425,115.9196333
424,763,115.9199147
777,264,115.9270214
162,226,115.9346205
662,444,115.9361685
274,701,115.9393348
295,154,115.9425011
438,874,115.9433455
274,874,115.9466525
434,290,115.9467932
384,701,115.9475672
162,850,115.9480598
49,290,115.9508039
162,387,115.9509446
438,40,115.9542517
438,676,115.9584734
438,546,115.9600918
295,676,115.9634692
438,874,115.964595
49,290,115.9681131
162,373,115.9682538
49,290,115.9725459
125,743,115.9728978
85,40,115.9736014
85,40,115.976627
438,676,115.9767677
438,776,115.9785971
678,197,115.9809894
829,412,115.9824671
582,81,115.9824671
438,738,115.9844372
424,874,115.9892922
162,388,115.9948509
295,676,115.9949212
438,357,115.9966803
424,412,116.0062496
737,759,116.0113157
438,676,116.0150449
51,831,116.0163114
438,874,116.02574
438,874,116.0265844
162,50,116.0304543
438,572,116.0328466
438,437,116.0493818
424,874,116.0540258
417,507,116.0565588
438,392,116.0582475
842,701,116.0588104
325,5,116.0621878
438,874,116.0643691
362,867,116.0656356
93,290,116.0885034
424,874,116.0900514
709,738,116.0937806
83,776,116.0999022
783,491,116.1046165
83,701,116.1155226
438,874,116.133254
221,428,116.1377572
438,776,116.1379683
44,880,116.1424011
19,734,116.1475376
19,393,116.1580216
221,257,116.1649875
221,871,116.1687167
306,247,116.1694204
29,443,116.1801155
434,222,116.1830707
301,554,116.1897551
149,90,116.194188
434,852,116.1942583
434,852,116.1952434
49,290,116.1974247
301,554,116.2016464
564,517,116.2040387
149,376,116.2048831
434,86,116.20622
552,257,116.2070643
562,247,116.2075569
392,86,116.2110046
392,86,116.2124822
299,102,116.2154375
299,387,116.2177594
299,830,116.2201518
743,350,116.2219108
299,572,116.2260622
102,789,116.228736
552,572,116.2294396
592,206,116.2304951
299,52,116.2317616
564,830,116.237672
209,206,116.238446
564,387,116.2409791
592,880,116.2450601
579,355,116.2457637
8,90,116.2480153
185,445,116.250478
592,874,116.2506188
185,102,116.2557552
564,434,116.256881
579,33,116.2593437
424,738,116.2598362
592,373,116.2600473
719,5,116.2629322
424,874,116.2646209
592,373,116.2658171
564,512,116.26638
164,94,116.2672243
580,282,116.2677169
592,222,116.2728533
630,94,116.2738384
8,222,116.2762307
592,81,116.2774972
592,222,116.280945
424,388,116.2810857
164,81,116.2828448
164,544,116.288122
346,376,116.2881924
592,2,116.2886849
592,517,116.2943139
592,53,116.2988875
346,393,116.2990282
346,53,116.312186
39,206,116.3167596
580,727,116.3169706
580,788,116.3196444
39,789,116.3199259
51,830,116.3238662
43,53,116.3278065
564,830,116.3437788
153,448,116.3457489
153,448,116.3466636
760,108,116.3469451
564,830,116.3493374
39,596,116.3496189
346,880,116.3536999
346,491,116.3647468
346,53,116.3804377
582,81,116.4068236
765,442,116.4068236
8,412,116.4125933
522,55,116.4160411
19,102,116.4170262
43,53,116.4178002
682,54,116.4211072
19,206,116.4225848
19,706,116.4536851
506,226,116.4595955
19,706,116.4599473
443,432,116.4655764
162,492,116.4750049
268,729,116.484715
268,492,116.4880924
826,50,116.488796
346,544,116.4987171
346,544,116.5020945
826,492,116.5063866
335,392,116.5397385
682,558,116.5401607
682,180,116.5528259
682,180,116.5546553
494,443,116.5559219
734,222,116.5603547
209,102,116.5633803
8,517,116.5763974
443,157,116.5830115
359,88,116.5872332
872,880,116.5875147
19,393,116.5898366
619,106,116.5965211
359,105,116.5970136
249,70,116.5984912
359,443,116.599617
682,673,116.6029241
734,855,116.6072162
249,774,116.6077087
8,558,116.6088345
494,102,116.6181927
249,325,116.6197407
494,735,116.6224145
8,197,116.6243846
494,443,116.6252993
249,325,116.6274102
827,852,116.6350797
353,443,116.6351501
519,443,116.6488004
747,484,116.6620286
837,686,116.6621693
747,50,116.66618
842,701,116.6673762
641,352,116.6711757
826,431,116.6781416
887,49,116.6813079
826,701,116.6841224
842,484,116.684615
871,392,116.686374
887,392,116.6882035
221,544,116.6891885
348,102,116.6907365
887,703,116.6953101
221,257,116.6965063
351,94,116.6974913
887,319,116.7021353
392,157,116.7024871
392,703,116.7050905
887,853,116.7064274
50,154,116.7090308
887,260,116.710227
238,56,116.7115638
887,94,116.7133229
50,444,116.7182483
887,703,116.719937
50,55,116.7221182
238,355,116.7241587
50,554,116.7259882
192,92,116.7264807
98,392,116.7275361
298,830,116.7302803
238,729,116.7321801
192,157,116.7342206
98,49,116.7372462
19,102,116.7451268
19,729,116.7473784
243,152,116.7497707
856,235,116.7596215
392,157,116.765743
712,686,116.7767899
619,49,116.7781268
424,703,116.7945213
14,484,116.7952249
712,686,116.7955064
14,701,116.8003614
712,424,116.8012057
712,424,116.8028944
477,269,116.805146
833,261,116.8069755
833,850,116.810564
477,269,116.8114787
34,287,116.813097
833,391,116.8149264
392,157,116.8202036
630,94,116.8292804
630,558,116.8335725
240,437,116.835613
14,850,116.8451823
637,672,116.8455341
637,180,116.8480672
477,230,116.8503892
240,724,116.8528518
477,523,116.861999
494,443,116.8629841
392,735,116.8639691
494,735,116.8691056
392,703,116.8735384
424,703,116.8807154
494,388,116.8825448
250,96,116.8890886
530,641,116.8896515
477,634,116.8900736
250,222,116.8973913
427,491,116.8999244
221,544,116.9037943
281,690,116.904498
353,55,116.9051312
93,290,116.9059052
93,627,116.9124489
281,295,116.918289
250,393,116.9183594
250,65,116.9303914
392,703,116.9373573
630,376,116.9373573
871,180,116.9378498
93,507,116.9386942
93,376,116.9422123
250,495,116.9433381
93,870,116.946223
93,197,116.9498818
313,269,116.9529778
630,376,116.9550183
392,388,116.9566366
313,701,116.9601547
392,735,116.9662763
313,150,116.9694426
378,686,116.9753531
392,412,116.9783083
313,294,116.9838669
313,294,116.9855556
435,572,117.0006836
281,50,117.0152486
435,222,117.0189075
93,376,117.0197518
135,572,117.0398052
135,484,117.0530333
859,452,117.0643617
580,634,117.0676687
435,388,117.0702721
580,52,117.1013724
34,740,117.118963
585,105,117.2542702
540,444,117.4191297
370,88,117.554648
30,97,117.5800488
753,596,117.6904477
346,544,117.9732348
346,269,117.9944139
346,644,118.0068681
434,222,118.123107
678,197,118.2037425
432,874,118.2059238
871,91,118.2358278
48,393,118.2603844
48,105,118.2638321
97,33,118.3366574
14,701,118.344538
49,290,118.4540925
49,290,118.4549368
395,734,118.4688686
395,442,118.4733015
395,295,118.4777343
395,443,118.4944806
395,388,118.563647
235,388,118.5670947
257,503,118.5756086
395,86,118.5831374
257,558,118.5871481
49,558,118.5913698
257,636,118.597421
870,789,118.6383016
429,52,118.6464637
429,690,118.6485042
870,734,118.6508965
19,734,118.6743273
56,393,118.6949435
295,154,118.6998689
538,759,118.709016
709,636,118.7107047
538,264,118.7107751
295,424,118.7179521
149,392,118.725903
133,592,118.8162485
318,558,118.8453786
424,890,118.8565663
395,734,118.8722571
279,2,118.8826708
445,853,118.8914661
318,839,118.8950546
19,127,118.9058201
51,830,118.9197519
627,388,118.9251698
627,221,118.928899
414,261,118.9350909
627,673,118.9364278
627,206,118.9412828
414,543,118.9653468
825,627,118.9680909
825,97,118.9718201
83,776,118.9749865
426,850,118.9775195
83,33,118.981882
414,234,118.9860334
618,572,118.9862445
619,2,118.9910995
5,388,118.9972914
715,867,118.9975025
414,889,119.0070718
83,701,119.0080569
437,690,119.0098159
83,33,119.0230441
83,261,119.0366944
83,355,119.0414791
418,495,119.0447158
637,703,119.0459823
235,388,119.0473895
777,264,119.0499929
39,206,119.0570292
671,261,119.0769418
19,206,119.0834152
238,266,119.1105751
83,261,119.1186668
762,395,119.1197222
134,853,119.1254216
762,585,119.1333726
420,355,119.1397756
762,444,119.1755901
384,2,119.1797415
119,240,119.1803748
119,240,119.181008
671,261,119.1851594
671,237,119.1896626
119,106,119.1919142
93,290,119.2182298
119,90,119.219426
93,266,119.2222405
83,261,119.2342021
49,290,119.2904218
228,415,119.3011169
546,673,119.3112491
662,283,119.3491745
575,260,119.3503003
100,290,119.3533259
596,672,119.3579698
477,290,119.3616991
891,106,119.3643728
238,758,119.3645136
891,290,119.3723942
477,269,119.376053
238,287,119.3780232
567,295,119.3830189
567,389,119.3866074
201,2,119.3908292
49,106,119.3948398
495,60,119.3990616
619,240,119.4029315
891,106,119.4087716
418,484,119.4158782
870,878,119.4198889
49,240,119.4229848
49,106,119.4243921
477,290,119.4312876
477,295,119.4355797
483,220,119.4357908
49,290,119.4424049
438,874,119.4693538
438,776,119.4714646
477,290,119.4716054
438,283,119.4747013
93,627,119.4754753
124,839,119.4936288
276,49,119.4936288
477,290,119.4982728
49,290,119.4991875
671,261,119.5129785
858,31,119.5240958
627,206,119.5561812
392,86,119.5607547
538,264,119.5827782
499,627,119.6250661
499,220,119.627177
521,236,119.6349169
62,388,119.644838
247,763,119.6471599
395,86,119.6720683
395,429,119.6772751
166,853,119.6862815
424,763,119.7064756
299,102,119.711401
299,830,119.7233626
117,394,119.7332837
299,52,119.7376462
285,512,119.7552368
765,442,119.7593178
438,517,119.7707166
733,31,119.7771196
50,444,119.7798637
747,220,119.7927401
733,221,119.7930215
50,154,119.7972433
747,484,119.799706
737,388,119.8007614
898,236,119.8030834
733,596,119.8038573
477,290,119.8246847
359,97,119.8258105
477,290,119.8339022
98,49,119.8438936
98,703,119.8489597
753,897,119.8588105
383,507,119.8620472
257,36,119.8699278
434,86,119.8890664
383,636,119.8911069
257,91,119.892866
861,83,119.9020835
257,636,119.9044054
709,592,119.9153116
563,443,119.9269215
53,152,119.9618916
91,727,119.9643543
53,392,119.9705462
91,734,119.9714609
73,236,119.9735015
73,241,119.9750494
392,86,119.9822968
392,86,119.9863074
779,389,119.9993949
271,106,120.0003096
271,290,120.0107233
789,618,120.0122009
107,268,120.0142414
846,388,120.0181817
14,484,120.0219109
14,701,120.0247958
789,518,120.0270474
789,703,120.0444973
870,734,120.051815
117,242,120.0532222
870,290,120.0537851
134,297,120.0610325
118,226,120.0682798
710,65,120.071235
829,412,120.0742606
710,63,120.0742606
710,63,120.0747532
437,295,120.0748235
494,443,120.0753864
435,572,120.0755272
34,394,120.075879
710,701,120.0771455
710,497,120.0810858
846,617,120.0810858
710,497,120.0817191
846,548,120.0945954
417,507,120.0947361
515,360,120.1033907
417,152,120.1036018
515,443,120.1043758
205,417,120.1229515
205,229,120.1312543
313,740,120.144201
313,596,120.1509558
313,105,120.1660838
29,484,120.1710795
51,517,120.1930326
375,241,120.2042203
375,241,120.2048535
637,133,120.2203333
619,49,120.2305359
346,443,120.2352502
102,86,120.2384165
102,86,120.2467896
405,850,120.2629026
861,187,120.2659986
405,319,120.2690242
712,686,120.2719794
247,763,120.2843632
247,290,120.2892182
247,445,120.2980839
517,236,120.3255253
3,662,120.3280584
443,157,120.3644358
585,105,120.3690094
83,261,120.3739348
49,290,120.3942695
556,90,120.4024316
362,759,120.420374
362,758,120.4230478
392,703,120.4299433
362,90,120.4314913
362,387,120.4461267
822,389,120.448308
362,197,120.4488709
345,388,120.4537963
822,558,120.453937
362,767,120.4553442
362,767,120.4561886
362,244,120.4589327
362,538,120.4621694
301,554,120.4640692
639,222,120.4704018
83,33,120.4713869
639,87,120.4717387
83,33,120.4761012
257,558,120.4770159
639,444,120.5044573
39,133,120.5095938
679,2,120.512549
39,517,120.5145895
639,435,120.5164189
49,558,120.51663
92,99,120.5176855
601,839,120.5237366
92,91,120.5280991
8,90,120.5302803
274,261,120.5304914
39,226,120.5313358
192,703,120.5340799
495,96,120.5361204
639,675,120.5367537
326,673,120.5514595
50,554,120.5641951
50,444,120.5695427
639,444,120.573694
186,484,120.5784787
395,443,120.5899478
556,90,120.591144
395,86,120.5957175
438,229,120.5999393
360,158,120.6134489
744,40,120.6182335
360,226,120.6197815
580,727,120.6216813
669,60,120.6216813
164,94,120.6246365
164,99,120.6275214
360,874,120.6279436
671,261,120.6489116
363,767,120.6544703
363,767,120.6620694
202,96,120.6774084
64,394,120.6782528
376,675,120.7491783
679,743,120.7716239
454,732,120.7739459
248,70,120.781545
777,264,120.7906922
384,2,120.7996986
48,105,120.8020909
679,2,120.8239033
29,443,120.8296027
437,86,120.8395238
628,672,120.8499374
628,672,120.8525408
392,86,120.8547924
255,592,120.8566219
495,627,120.8674577
392,86,120.8811784
392,86,120.8861038
437,767,120.8996134
445,853,120.9079162
842,484,120.9124194
154,517,120.9202296
392,86,120.9206518
392,86,120.9253661
392,86,120.9306433
392,86,120.9383128
53,558,120.9419013
393,734,120.9696241
395,734,120.9850335
392,86,120.9862297
424,675,121.0088161
266,390,121.0138118
395,867,121.0157116
383,507,121.0323875
266,91,121.0333022
266,91,121.0346391
472,412,121.0361167
306,247,121.03675
472,701,121.0458971
326,674,121.0468822
705,751,121.05033
887,49,121.0506114
472,786,121.0532852
887,319,121.0534259
737,247,121.0558183
472,782,121.058281
185,102,121.0586328
887,703,121.0613769
887,260,121.0643321
688,445,121.0674281
887,392,121.0719313
472,869,121.0722127
306,247,121.0740422
887,389,121.0770678
259,572,121.0841744
472,507,121.084878
887,240,121.0862852
472,636,121.0935326
472,676,121.1046499
255,674,121.1142192
255,674,121.115345
21,424,121.1161893
21,286,121.1332171
67,417,121.1349761
680,636,121.150667
98,240,121.1515113
98,853,121.158829
98,392,121.1664986
229,435,121.172409
238,758,121.1797971
149,392,121.1831745
426,197,121.2068867
395,869,121.2099826
255,886,121.2137118
255,867,121.2224368
679,886,121.2346095
255,886,121.239746
350,554,121.2451639
350,767,121.2672577
253,2,121.2788676
67,431,121.2899145
363,767,121.3042684
363,867,121.3077162
363,867,121.31039
47,435,121.3259401
812,389,121.3322024
39,517,121.3414902
50,444,121.3433197
630,558,121.3469785
291,394,121.3529593
506,538,121.3596438
255,867,121.3607696
255,867,121.3613325
733,178,121.3632323
521,236,121.4418272
521,443,121.4494264
53,558,121.4527334
630,558,121.4694797
19,734,121.4988209
250,96,121.5157079
67,297,121.518241
250,234,121.5242218
67,888,121.5268956
333,386,121.5274585
250,240,121.5286546
250,484,121.5332986
250,393,121.5380128
333,572,121.5410384
250,443,121.5465267
250,644,121.5487783
552,572,121.5511003
333,572,121.5629915
153,786,121.5732645
630,786,121.5807229
552,572,121.5878295
300,183,121.608305
19,183,121.6224479
745,538,121.6296952
209,102,121.6328616
19,102,121.6460897
164,320,121.6482006
698,751,121.6569959
19,56,121.6598808
19,56,121.6617806
209,52,121.6626953
102,86,121.6674799
438,874,121.6694501
3,197,121.6712092
438,392,121.6717721
93,290,121.6771196
93,290,121.6771196
678,850,121.6888702
19,52,121.6938659
737,247,121.7016761
698,70,121.7218702
102,412,121.72377
424,763,121.7280621
97,33,121.7312988
97,592,121.7388979
736,388,121.7434011
209,86,121.7482562
539,636,121.7587402
91,734,121.7591623
424,412,121.759866
269,782,121.7621176
295,234,121.7657061
392,869,121.7692242
35,510,121.7695056
295,676,121.7702093
102,869,121.7713351
679,2,121.7733052
295,424,121.7868852
187,538,121.7934289
187,387,121.7993394
295,426,121.804124
187,291,121.8044758
187,180,121.8067274
392,412,121.8131304
829,120,121.8186891
414,261,121.8238959
424,412,121.838672
347,556,121.8437381
378,686,121.8476081
705,445,121.8492968
315,644,121.8518298
347,556,121.8529556
395,386,121.8550665
392,556,121.8567552
83,33,121.8646358
209,52,121.8655505
392,556,121.8844781
47,636,121.8868
238,56,121.9231071
45,237,121.9371092
326,674,121.9411199
747,484,121.9575847
899,325,121.9668726
347,452,121.9811562
180,386,121.9874185
347,641,121.9877703
130,523,121.9943844
130,538,122.0046573
53,558,122.0324505
247,763,122.0333652
102,412,122.0446232
259,572,122.0498301
579,33,122.1080199
680,636,122.115619
28,729,122.1375018
8,197,122.1388387
414,261,122.1408792
498,435,122.1440455
745,183,122.1446788
458,60,122.154811
698,60,122.1669133
538,759,122.1671244
538,264,122.1694464
891,290,122.1722609
538,662,122.1734571
871,484,122.1738089
680,222,122.1741607
458,293,122.1902737
871,417,122.1938622
871,853,122.2002652
756,445,122.2027982
871,389,122.2030093
881,226,122.205472
83,261,122.2213036
680,759,122.2261586
65,293,122.2279177
149,759,122.234391
363,867,122.2350947
756,592,122.2433271
383,897,122.2459305
680,36,122.2506448
680,81,122.2543036
351,389,122.2604252
255,674,122.2613399
351,36,122.262325
255,592,122.2690798
735,183,122.2692909
680,295,122.2709796
255,739,122.2711907
680,759,122.2745681
680,389,122.2825894
255,491,122.2846299
680,897,122.2941288
891,290,122.3136896
18,897,122.3151672
91,154,122.3309988
19,590,122.3310692
378,389,122.3355724
680,437,122.3374018
383,412,122.3388091
91,424,122.3414828
49,240,122.3485895
680,858,122.3494338
49,290,122.3549925
539,759,122.357033
14,484,122.3571033
14,850,122.357807
91,290,122.3583699
14,222,122.3584402
53,154,122.3585809
91,154,122.3637174
49,290,122.3811673
91,290,122.3861631
53,154,122.3953806
91,444,122.404387
680,897,122.4058646
383,157,122.410016
393,290,122.4128305
91,154,122.4128305
220,261,122.4204296
91,290,122.4223294
383,869,122.4227516
